operator,scenario,pass,speedup,baseline_ms,candidate_ms,err_ratio,mean_abs_diff,failure_reason
oasis_spatial_axial_attention,tokens-4/c7271282,PASS,0.9628396083890153,0.5277680029394105,0.5481369880726561,0.0029592805076390505,1.7935749383468647e-06,
oasis_spatial_axial_attention,tokens-4/d1bf7055,PASS,0.9367022315512626,0.5965509917587042,0.6368629983626306,0.0029592805076390505,1.7966418681680807e-06,
oasis_spatial_axial_attention,tokens-4/debc7c5d,PASS,0.9617394699960415,0.5389540019677952,0.5603950121439993,0.0029592805076390505,1.795211574062705e-06,
oasis_spatial_axial_attention,tokens-8/48896084,PASS,0.9121164895920669,0.657666998449713,0.7210339972516522,0.0029592805076390505,1.801433654691209e-06,
oasis_spatial_axial_attention,tokens-8/532b9d74,PASS,0.7965962180716255,0.9295329946326092,1.166881003882736,0.0029592805076390505,1.7932421769728535e-06,
oasis_spatial_axial_attention,tokens-8/7e32cfe9,PASS,0.8801609034258959,0.6662069936282933,0.7569150038762018,0.0029592805076390505,1.795703269635851e-06,
oasis_spatial_axial_attention,tokens-8/9e1ca317,PASS,0.9428883674716573,0.554539990844205,0.5881289980607107,0.0029592805076390505,1.79344942807802e-06,
oasis_spatial_axial_attention,tokens-8/fa5658aa,PASS,0.8124393657806145,0.8349349955096841,1.027688995236531,0.0029592805076390505,1.8011419342656154e-06,
oasis_temporal_axial_attention,tokens-4/04dde658,PASS,1.035539867399861,0.6934409902896732,0.6696420023217797,0.01080030295997858,1.3568911327865862e-08,
oasis_temporal_axial_attention,tokens-4/1f5eb0ca,PASS,1.1800728776915377,0.6578799948329106,0.5574909882852808,0.010850694961845875,1.439979957496007e-08,
oasis_temporal_axial_attention,tokens-4/5c0b12c0,PASS,1.2440020558060614,0.6572150014108047,0.5283070058794692,0.010844810865819454,1.2829251438972733e-08,
oasis_temporal_axial_attention,tokens-4/74d8228c,PASS,1.048639430420922,0.6700459925923496,0.6389670015778393,0.010810811072587967,1.4410159288047453e-08,
oasis_temporal_axial_attention,tokens-4/e08c6127,PASS,1.1725318043709927,0.6052749959053472,0.5162120069144294,0.010687186382710934,7.512779731655428e-09,
oasis_temporal_axial_attention,tokens-8/483856e8,PASS,1.1162393849867975,1.1329159897286445,1.0149399895453826,0.010847164317965508,1.2457596731962894e-08,
oasis_temporal_axial_attention,tokens-8/69f4bb2b,PASS,1.0664990184785317,1.2581830087583512,1.1797319893958047,0.010823681950569153,1.3468516968373478e-08,
oasis_temporal_axial_attention,tokens-8/6cb63703,PASS,1.1456618540384094,1.0769290092866868,0.9400059934705496,0.010831888765096664,1.4713942064759067e-08,
oasis_temporal_axial_attention,tokens-8/6e247543,PASS,1.5952122386718008,0.8120379934553057,0.509046993101947,0.010765421204268932,5.015332593671928e-09,
oasis_temporal_axial_attention,tokens-8/8d0fb66d,PASS,1.052358134566217,1.3138259964762256,1.24845901154913,0.010845987126231194,1.0552539286834417e-08,
oasis_timestep_embedder,tokens-8/bb3e05cc,PASS,0.5267278649062601,0.13332799426279962,0.25312500656582415,0.0032127758022397757,9.211853502222311e-09,
oasis_timestep_embedder,tokens-16/cabfd6ca,PASS,0.5157054436346438,0.1277490082429722,0.24771700554993004,0.00411389023065567,9.47113854010695e-09,
oasis_timestep_embedder,tokens-32/b2ca01ee,PASS,0.5471306065216577,0.14351400022860616,0.2623030013637617,0.004429433029145002,9.855212645959455e-09,
oasis_timestep_embedder,tokens-128/ad961eea,PASS,0.5886774447449388,0.1560160017106682,0.2650279930094257,0.0037462355103343725,7.179772776311211e-09,
oasis_timestep_embedder,tokens-256/c6b05e27,PASS,0.4656933569453726,0.1570290041854605,0.3371939965290949,0.0013853330165147781,2.4678432630764746e-09,
oasis_vae_attention,tokens-4/8cf0a10a,PASS,0.9223824415202749,0.35094899067189544,0.3804809966823086,0.002959192730486393,1.199337361867947e-06,
oasis_vae_attention,tokens-8/1ffc9de0,PASS,0.9345065345773498,0.39574201218783855,0.4234769876347855,0.0029592805076390505,1.1878425993927522e-06,
oasis_vae_attention,tokens-64/6486bdf6,PASS,0.817085567982565,2.128972002537921,2.6055679918499663,0.0029592805076390505,1.19185949642997e-06,
oasis_vae_attention,tokens-192/34581673,PASS,0.7927568273850435,6.027675000950694,7.60343499132432,0.0029592805076390505,1.192161334984121e-06,
oasis_vae_attention,tokens-256/1f79e31a,PASS,0.7971954342375029,7.977054003276862,10.006397002143785,0.0029592805076390505,1.1922726343982504e-06,
parallel_embedding,tokens-1993/b3fc6ea0,PASS,0.5138947008744046,2.828886004863307,5.5047969945007935,0.0,0.0,
parallel_embedding,tokens-2849/afe6e43b,PASS,0.5401728123249965,4.30216098902747,7.964415999595076,0.0,0.0,
parallel_embedding,tokens-16384/d8afc836,PASS,0.4813944549861495,27.099204002297483,56.293136993190274,0.0,0.0,
parallel_embedding,tokens-1272/20e71db1,PASS,0.5615804504483349,1.6728920018067583,2.978899996378459,0.0,0.0,
parallel_embedding,tokens-1397/aea0fbdb,PASS,0.5534438480743803,1.8400319968350232,3.3246950042666867,0.0,0.0,
parallel_embedding,tokens-16384/b0bbe131,PASS,0.5178490025730214,24.449321994325146,47.213226003805175,0.0,0.0,
parallel_embedding,tokens-1418/a65c2c08,PASS,0.5457294159608926,2.1935310069238767,4.0194479952333495,0.0,0.0,
parallel_embedding,tokens-2238/8c07a699,PASS,0.5444079092673885,3.382444992894307,6.2130709993653,0.0,0.0,
parallel_embedding,tokens-5435/cb74173e,PASS,0.5562574130106548,9.346542996354401,16.802550002466887,0.0,0.0,
parallel_embedding,tokens-16384/b47ad0ff,PASS,0.5017512432320369,28.72979200037662,57.25903500569984,0.0,0.0,
